id,team,x,y,segment,name,location
191,HOU,139.0798532,192.8378874,infield_outer,Minute Maid Park,"Houston, TX"
192,HOU,141.6652651,190.3458466,infield_outer,Minute Maid Park,"Houston, TX"
193,HOU,144.2506769,187.8538058,infield_outer,Minute Maid Park,"Houston, TX"
194,HOU,146.8360888,185.361765,infield_outer,Minute Maid Park,"Houston, TX"
195,HOU,149.4215007,182.8697242,infield_outer,Minute Maid Park,"Houston, TX"
196,HOU,152.0069125,180.3776833,infield_outer,Minute Maid Park,"Houston, TX"
197,HOU,154.5923244,177.8856425,infield_outer,Minute Maid Park,"Houston, TX"
198,HOU,157.1777362,175.3936017,infield_outer,Minute Maid Park,"Houston, TX"
199,HOU,159.7631481,172.9015609,infield_outer,Minute Maid Park,"Houston, TX"
200,HOU,162.3485599,170.4095201,infield_outer,Minute Maid Park,"Houston, TX"
201,HOU,164.34,168.49,infield_outer,Minute Maid Park,"Houston, TX"
202,OAK,127.7651002,198.5038031,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
203,OAK,124.1958126,198.3280324,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
204,OAK,121.1272014,197.9172014,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
205,OAK,118.5795814,195.3695814,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
206,OAK,116.0319614,192.8219614,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
207,OAK,113.4843414,190.2743414,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
208,OAK,110.9367214,187.7267214,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
209,OAK,108.3891014,185.1791014,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
210,OAK,105.8414814,182.6314814,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
211,OAK,104.2874814,180.0188021,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
212,OAK,105.5620594,176.6806025,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
213,OAK,105.8062506,173.2615432,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
214,OAK,108.3797019,170.7400191,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
215,OAK,110.9531532,168.218495,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
216,OAK,113.5266045,165.6969709,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
217,OAK,116.1000558,163.1754468,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
218,OAK,118.6735071,160.6539227,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
219,OAK,121.2469584,158.1323986,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
220,OAK,124.3738838,157.6369406,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
221,OAK,127.9212029,157.2078366,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
222,OAK,130.5721228,159.4668129,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
223,OAK,133.1752509,161.9576882,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
224,OAK,135.778379,164.4485635,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
